"group_code","group_id","group_name"
"28346",7183,"Bozorgnia, Hassan, M.D."
"77752",7184,"Chang, Chi-Kue Tony, M.D."
"lvpg_2300highland",7185,"Coordinated Health"
"chs2030",7186,"Coordinated Health System Professional PracticeInc"
"47241-x",7187,"Coordinated Health System Professional PracticeInc"
"47241-b",7188,"Coordinated Health System Professional PracticeInc"
"47241-k",7189,"Coordinated Health System Professional PracticeInc"
"coordinhlth3100",7190,"Coordinated Health System Professional PracticeInc"
"eastonim",7191,"Easton Internal Medicine Associates"
"emge3101",7192,"Easton Medical Group - Endocrinology"
"eastonmeg3101_112",7193,"Easton Medical Group - Primary Care"
"eastononc3101_112",7194,"Easton Oncology Associates"
"eastonsa3101_112",7195,"Easton Surgical Associates"
"eastonsurg3101_112",7196,"Easton Surgical Associates"
"1740237544",7197,"Furlong-Julia, Ellen M., M.D."
"glfmllc",7198,"Greater Lehigh Family Medicine, LLC"
"hillcrestobgyn1301",7199,"Hillcrest OB/GYN Associate"
"19321",7200,"Julia, Ronald R., M.D."
"88846",7201,"Kaza, Chatargy S., M.D., PC"
"familycare",7202,"Family Care Centers Inc"
"duddy",7203,"Duddy Chiropractic"
"mtbetheleye",7204,"Mount Bethel Eye Care PC"
"1992729503",7205,"Mount Bethel Medical Center"
"bangorfp104",7206,"Bangor Family Practice"
"bangormedctr",7207,"Bangor Medical Center"
"bangorpod",7208,"Bangor Podiatry LLC"
"bluemtpedban",7209,"Blue Mountain Pediatrics & Associates"
"lv uro bangor",7210,"Lehigh Valley Urologic Associates, PC"
"lvpg neurology",7211,"LVPG Neurology - 1250 Cedar Crest"
"multicare",7212,"MultiCare Plus"
"1508930173",7213,"MulticarePlus"
"norintmed",7214,"Northampton Internal Medicine at Bangor"
"aroramulticare225",7215,"Rajeev K Arora MD"
"stlukegastro239",7216,"St. Luke's Gastroenterology Specialists"
"slmed235scp",7217,"St. Luke's Medical Associates of Monroe County"
"slmed239pcp",7218,"St. Luke's Medical Associates of Monroe County"
"slmed239scp",7219,"St. Luke's Medical Associates of Monroe County"
"stlmed3scp",7220,"St. Luke's Medical Associates of Monroe County"
"stlukeneuro3",7221,"St. Luke's Neurology Associates"
"slnamc3",7222,"St. Luke's Neurology Associates of Monroe County"
"allenneurosurg4",7223,"St. Luke's Neurosurgical Associates"
"stlukesneurpark",7224,"St. Luke's Neurosurgical Associates"
"stlukobgyn235",7225,"St. Luke's Obstetrics and Gynecology Associates"
"stlukesobgynass",7226,"St. Luke's Obstetrics and Gynecology Associates"
"stlukeortho3",7227,"St. Luke's Orthopaedic Care"
"stlukeppa9090",7228,"St. Luke's Pocono Pediatric Associates"
"slspma3",7229,"St. Luke's Spine and Pain Medicine Associates"
"vasctr235",7230,"The Vascular Center"
"vasctrpark",7231,"The Vascular Center"
"urology assoc",7232,"Urology Associates of the Poconos Inc"
"valkidneyspec125",7233,"Valley Kidney Specialists PC"
"1497908206",7234,"Valley Perinatal Associates, PC"
"zahra pediatric",7235,"Zahra Pediatrics"
"cambria1704",7236,"Cambria Family Practice LLC"
"ncambriamedctr",7237,"Northern Cambria Medical Center-W Paronish MD Inc"
"ophass-spangler",7238,"Ophthalmic Associates - Northern Cambria"
"1740433648m",7239,"Renal Care Consultants, PC"
"valleysurg2",7240,"CHI Valley Surgeons"
"conemaughconcrltn",7241,"Conemaugh Counseling Associates"
"1205858362",7242,"Gormish Chiropractic & Rehabilitation"
"1740433648l",7243,"Renal Care Consultants, PC"
"stbenedict",7244,"Saint Benedict Rural Health Clinic"
"phntricounty1555",7245,"Tri-County Community Health Center"
"advancedrcaf",7246,"Advanced Regional Center for Ankle and Foot Care"
"1609964642",7247,"Brouse Family Chiropractic"
"ebensburg1110",7248,"CHI Ebensburg Family Practice"
"39376",7249,"CHI Mastrine"
"cpgebensburg",7250,"Conemaugh Physician Group - Ebensburg"
"warnerfam",7251,"Conemaugh Physician Group - Ebensburg Industrial"
"cpgcard236",7252,"Conemaugh Physician Group- Cardiology"
"1598709370",7253,"Dr R J Scanlan Chiropractic Clinic PC"
"armorrisod125",7254,"Dr. Archibald R. Morris & Associates"
"magleyfpeb",7255,"Magley Family Practice, Inc."
"91642",7256,"Molly B Trostle DO"
"pc127",7257,"Pinnacle Chiropractic LLC"
"premierpodiatry",7258,"Premier Podiatry Group, PC"
"chinephrologyebens",7259,"Renal Care Consultants, PC"
"39912 ebensburg",7260,"Verma, Rakesh C., M.D."
"chiebph1060",7261,"CHI - Ebandjieff / Park Hill"
"ebandjieffcomm",7262,"Ebandjieff Community Health Center"
"chiparkhill",7263,"CHI Ebandjieff/Prkhill"
"38647",7264,"John M Wisniewski MD"
"ophthalmicassocjohns",7265,"Ophthalmic Associates of Johnstown"
"allghytwnshp62",7266,"Allegheny Township Medical Associates"
"ahnnorth112_500",7267,"Allegheny Health Network - Allegheny Valley North"
"natronacabot",7268,"Natrona Heights OB/GYN"
"rehab1231",7269,"The Rehab Centre, Inc."
"ahnalleghenyvalley706",7270,"Allegheny Health Network - Allegheny Valley North"
"tpcp706",7271,"The Primary Care Place"
"50414indiana",7272,"Chaddah, Ashok, MD, LLC"
"kingmaceykoind",7273,"King-Maceyko Dermatology Associates"
"58701",7274,"Laurel ENT & Allergy"
"29990indiana",7275,"Maliver, Leonard E., M.D."
"29990spangler",7276,"Maliver, Leonard E., M.D."
"phadkemd1265",7277,"Yeshwant G Phadke, M. D."
"achderm1622",7278,"AGH Dermatology"
"aghradonc",7279,"AGH Radiation Oncology"
"1568462984",7280,"AGH Surgery"
"wpaoncology1301",7281,"Allegheny Clinic Medical Oncology"
"allegperinatal1709",7282,"Allegheny Perinatal Associates"
"aghpcc1719",7283,"Allegheny Pulmonary & Critical Care"
"alleghenyvalim",7284,"Allegheny Valley Internal Medicine"
"allekiskimedassoc",7285,"Alle-Kiski Medical Associates"
"centurymed3063",7286,"Century Medical Associates"
"aghmctorcar1624pac",7287,"McGinnis Thoracic & Cardiovascular Associates"
"natrona",7288,"Natrona Heights OB/GYN"
"palliative1301",7289,"Palliative Medicine Associates"
"tricountyn",7290,"Tri-County Cardiology"
"wpgo3063_c",7291,"Western Pennsylvania Gynecologic Oncology"
"wpahsplastic1624",7292,"WPAHS Plastic Surgery"
"aneura1001",7293,"Allegheny Neurological Associates"
"arda985",7294,"Arthritis and Rheumatic Disease Associates"
"tug985",7295,"Triangle Urological Group"
"wpaoncology651",7296,"Allegheny Clinic Medical Oncology"
"avimburrell",7297,"Allegheny Valley Internal Medicine"
"avu251",7298,"Allegheny Valley Urology"
"allegspec356",7299,"Mohan M Patel MD"
"paulreillyassoc",7300,"Paul A Reilly MD and Associates"
"rehab2827",7301,"The Rehab Centre, Inc."
"tricountyjean",7302,"Tri-County Cardiology"
"united physicians",7303,"United Physicians"
"alghnydigstvhlth301",7304,"Allegheny Center for Digestive Health"
"ferlan",7305,"Alle-Kiski Medical Associates"
"wpaoncology300",7306,"West Penn Allegheny Oncology Network"
"ferlanspring",7307,"Lawrence Ferlan MD"
"agh neuro250",7308,"AGH Neurosurgery"
"wpaoncology102",7309,"Allegheny Clinic Medical Oncology"
"aiobutler",7310,"Associates in Ophthalmology"
"sleep715",7311,"Lifecare Medical Associates"
"wppscheswick",7312,"West Penn Medical Associates - Cheswick"
"aoassoc4262",7313,"Allegheny Orthopaedic Associates"
"esuburanmurrys",7314,"East Suburban OB/GYN Associates"
"ipca4262",7315,"Irwin Primary Care Associates"
"murrysintmed4262",7316,"Murrysville Internal Medicine and Family Medicine"
"orthoassoc4262",7317,"Orthopedic Associates of Pittsburgh"
"tricty4262",7318,"Tri-County Cardiology"
"wpgo4262",7319,"Western Pennsylvania Gynecologic Oncology"
"painspine785",7320,"Pain and Spine Specialists of Pennsylvania LLC"
"penta5035",7321,"Pittsburgh Ear Nose and Throat Associates"
"esuburbob333",7322,"East Suburban OB/GYN Associates"
"primarycarepl",7323,"The Primary Care Place"
"1861629214",7324,"West Penn Medical Associates-Oakmont"
"acdhgibson",7325,"Allegheny Center for Digestive Health"
"awh5375",7326,"Allegheny Women's Health"
"pine richland",7327,"Pine Richland Medical Associates"
"mamragoor pit",7328,"Mamatas-Ragoor Primary Care Associates"
"agh neurosurg107",7329,"AGH Neurosurgery"
"circcenter1350",7330,"The Circulatory Center of PA Inc"
"1396747507b",7331,"Advanced Nephrology Associates PC"
"aghcardbr631",7332,"AGH Cardiology"
"aghcardgrovebd",7333,"AGH Cardiology"
"agh neurosurg647",7334,"AGH Neurosurgery"
"aghpu647",7335,"AGH Pulmonary and Critical Care"
"ashradoncbroad",7336,"AGH Radiation Oncology"
"aghsurg647",7337,"AGH Surgery"
"ahngcpeds635",7338,"AHN - Grove City Pediatrics"
"1821098138v",7339,"Allegheny Center For Digestive Health"
"laurelcos215",7340,"Laurel Cosmetic & Plastic Surgery LLC"
"lec-grove city",7341,"Laurel Eye Clinic"
"mcginnis675",7342,"McGinnis Thoracic & Cardiovascular Associates"
"ahnsrpc621",7343,"AHN Slippery Rock Primary Care"
"aiomead",7344,"Associates in Ophthalmology"
"1396747507c",7345,"Advanced Nephrology Associates PC"
"aghneurosurg2520",7346,"AGH Neurosurgery"
"agh newcast",7347,"AGH Neurosurgery"
"wpaoncology3124",7348,"Allegheny Clinic Medical Oncology"
"mcginnistcellwood",7349,"McGinnis Thoracic & Cardiovascular Associates"
"aghintev",7350,"AGH Internal Medicine"
"acdhevan",7351,"Allegheny Center for Digestive Health"
"sleep310",7352,"Lifecare Medical Associates"
"awh100",7353,"Allegheny Women's Health"
"awh6998",7354,"Allegheny Women's Health"
"commmedcare10",7355,"Bon Secours Charity Health Sys Medical Care PC"
"cmc100_101",7356,"Bon Secours Charity Health Sys Medical Group PC"
"gshmc7959",7357,"Bon Secours Charity Health Sys Medical Group PC"
"bschs257275",7358,"Bon Secours Charity Health Sys. Medical Group PC"
"gshmedcare2406",7359,"Bon Secours Charity Health Sys. Medical Group, PC"
"gshmc300",7360,"Bon Secours Charity Health Sys. Medical Group, PC"
"ghsmc257",7361,"Bon Secours Charity Health Sys. Medical Group, PC"
"gshcmc30",7362,"Bon Secours Charity Health Sys. Medical Group, PC"
"bschsmg2_406",7363,"Bon Secours Charity Health System Medical Group PC"
"bschsmg255_8500",7364,"Bon Secours Charity Health System Medical Group PC"
"bschsmg257_330",7365,"Bon Secours Charity Health System Medical Group PC"
"bschsmg257_340",7366,"Bon Secours Charity Health System Medical Group PC"
"bschsmg257340",7367,"Bon Secours Charity Health System Medical Group PC"
"bonsec4",7368,"Bon Secours Charity Health System Medical Group, P"
"cmc257ste200",7369,"Bon Secours Charity Health System PC"
"tristate257",7370,"Tri State Bariatrics PLLC"
"bschs27",7371,"Bon Secours Charity Health System Medical Group"
"gshmedpc972",7372,"Bon Secours Charity Health Sys. Medical Group, PC"
"gshmedcarecmc26",7373,"Bon Secours Charity Health System PC"
"rockland5",7374,"Rockland Thoracic & Vascular Assoc PC"
"gshmc6m",7375,"Bon Secours Charity Health Sys. Medical Group, PC"
"bschsmg599",7376,"Bon Secours Charity Health System Medical Group PC"
"gshmc6",7377,"Bon Secours Charity Health Sys. Medical Group, PC"
"bschs12",7378,"Bon Secours Charity Health System Medical Group"
"bschsmg10",7379,"Bon Secours Charity Health System Medical Group PC"
"bonsecours555",7380,"Bon Secours Charity Health System Medical Grp PC"
"bschsmg171",7381,"Bon Secours Charity Health System Medical Group PC"
"bschsmg36",7382,"Bon Secours Charity Health System Medical Group PC"
"bonsecours55",7383,"Bon Secours Charity Health System Medical Grp PC"
"bonsecours500",7384,"Bon Secours Charity Health System Medical Group, P"
"ghsmc2318",7385,"Bon Secour Charity Health System Medical Group PC"
"bschs1",7386,"Bon Secours Charity Health System Medical Group"
"gshmc2c",7387,"Bon Secours Charity Health System Medical Group PC"
"hudsonvalmed100",7388,"Bon Secours Charity Health System Medical Group, P"
"tristate200",7389,"Tri State Bariatrics PLLC"
"dallastown",7390,"Dallastown Medical Associates"
"witman2",7391,"Jeffrey M Witman DPM"
"weaver eye asso",7392,"Weaver Eye Associates LLC"
"dallastownfammed",7393,"WellSpan Family Medicine - Dallastown"
"stewartstownfp_chs",7394,"Memorial Family Medicine at Stewartstown"
"scc254",7395,"Stewartstown Chiropractic Center LLC"
"chirohealth16325",7396,"Chiropractic Health Center of Shrewsbury"
"hunterfamilyeye",7397,"Hunter Family Eye Care, LLC"
"shrewsbury_fp_chs",7398,"Memorial Family Medicine at Shrewsbury"
"ped care yk~sh",7399,"Pediatric Care of York PC"
"southernfam",7400,"Southern Family Medicine LLC"
"springvalleyfam",7401,"WellSpan Family Medicine - Stonebridge"
"yorkwomennewfree",7402,"WellSpan OB/GYN"
"cvrc2",7403,"Cumberland Valley Retina Consultants PC"
"cumbvrc625",7404,"Cumberland Valley Retina Consultants PC"
"ilumina217",7405,"Ilumina Life Center PC"
"univmdpedcumb",7406,"University of MD Pediatric Associates PA"
"univmdeyeowing",7407,"University of MD Eye Associates PA"
"ummceye23",7408,"University of MD Eye Associates PA"
"ummcmed5_200",7409,"University of MD Medical Group PA"
"ummcmed114",7410,"University of MD Medical Group PA"
"zemankiewicz1838",7411,"Samer Saiedy MD PA"
"ummcmedical1838",7412,"University of MD Medical Group Pa"
"foresthil",7413,"Forest Hills Chiropractic"
"aaocjohn",7414,"Altoona Arthritis and Osteoporosis Center"
"famlyeye",7415,"Associates in Family Eyecare"
"gunnlaugson2",7416,"Brian Gunnlaugson MD PC"
"chieasthillsob",7417,"CHI - East Hills OB/Gyn"
"chijohns",7418,"CHI David C Johns DO"
"circenter241",7419,"Circulatory Center of PA Inc"
"mckinleyobgyn",7420,"Conemaugh Physician Group - McKinley"
"conemaughscalp",7421,"Conemaugh Physician Grp - East Hills Primary Care"
"cpgneurology",7422,"CPG Neurology"
"chineurology",7423,"CPG Neuroscience"
"1338scalpave",7424,"David J. Carney, M.D., PC"
"entjohnsbud",7425,"Ear Nose & Throat Associates of Johnstown"
"focklerfm338",7426,"Fockler Family Medicine"
"48276",7427,"Go, William C., Jr., M.D."
"13057",7428,"Hertzler, L. Gregory, D.M.D."
"ilumina136",7429,"Ilumina Life Center PC"
"lec-johnstown",7430,"Laurel Eye Clinic"
"laurelpediatric",7431,"Laurel Pediatric Associates"
"lovelyfootassoc",7432,"Lovely Foot Associates PC"
"1790718468",7433,"Miscoe Chiropractic Clinic PC"
"ophthassoc1318",7434,"Ophthalmic Associates"
"pc335",7435,"Pinnacle Chiropractic, LLC"
"retinavtjohn",7436,"Retina Vitreous Consultants"
"rosschiro",7437,"Ross Chiropractic PC"
"11289",7438,"Stotler, Charles W., M.D."
"yardley411",7439,"Trevor W Yardley MD"
"vittc",7440,"Vittone Eye Surgical Associates"
"windbercare1511",7441,"Windber Care Physicians"
"chicrictonphys",7442,"CHI Crichton Physicians"
"29937",7443,"Phillip J Turco MD"
"50586",7444,"Munzer, Fredrick W., D.O."
"med assoc boswell",7445,"Medical Associates of Boswell Inc"
"easthills207",7446,"Conemaugh Physician Group - Family Medicine"
"hyndmanarea",7447,"Hyndman Area Health Center"
"33945",7448,"Amper, Leonardo, M.D."
"gunnlaugson1",7449,"Brian Gunnlaugson MD PC"
"114887",7450,"Carusi, Donato R., MD"
"somersetfpberlin",7451,"Somerset Family Practice - Berlin"
"somersetpeds426",7452,"Somerset Pediatrics & Adolescent Health Center"
"62961",7453,"Conemaugh Meyersdale Medical Center"
"cpgcard200",7454,"Conemaugh Physician Group - Cardiology"
"conemaughsurg2",7455,"Conemaugh Surgical Associates"
"fhcmeyersdalerhc7160",7456,"Family Health Care Meyersdale RHC"
"mymcekgreads",7457,"Meyersdale Medical Center-EKG Reads"
"hanson308",7458,"Myersdale Chiropractic"
"ophthalmicassocmeyer",7459,"Ophthalmic Associates of Meyersdale"
"1740433648g",7460,"Renal Care Consultants, PC"
"chicrichtonphy",7461,"CHI Crichton Physicians"
"chiplastic",7462,"CHI Plastic Surgery"
"cpgcard",7463,"Conemaugh Physician Group - Cardiology"
"conephysmasssirs1tevhpk",7464,"Conemaugh Physician Group - Massoud/Sirsikar"
"cpgendo",7465,"Conemaugh Physician Group-Endocrinology"
"104303",7466,"CPG Medical Park Family Practice"
"cpgplastic",7467,"CPG Plastic Surgery"
"12340",7468,"Ellenberger, Thomas R., Jr., M.D."
"hongcares",7469,"HongCares"
"jyothigellainc",7470,"Jyothi Gella, MD, Inc."
"12365",7471,"Masciotra, Nicholas J., M.D."
"64101",7472,"Matse, Stephen, D.O."
"oncologyhemasjo",7473,"Oncology-Hematology Association"
"ophthalassoc",7474,"Ophthalmic Associates"
"110610",7475,"Plastic Surgical Associates of Johnstown Inc"
"14094",7476,"Savit, Jan M., M.D."
"savitneuro",7477,"UPMC Altoona Savit Neurology"
"upmccancerctr",7478,"UPMC/Conemaugh Cancer Center"
"windberphysician321_3c",7479,"Windber Physician Group"
"57801",7480,"Zeidan, Boutros, M.D."
"avrj1027",7481,"Advanced Vascular Resource of Johnstown LLC"
"fairfieldavenue",7482,"Fairfield Avenue Family Practice"
"johnstownheart1027",7483,"Johnstown Heart & Vascular Center"
"12375",7484,"Malhotra, Vijay K., M.D."
"washvasc1027",7485,"Washington Vascular Resources LLC"
"banmaha",7486,"Banmaha PC"
"cambriasomrad",7487,"Cambria Somerset Radiology"
"cardiacsurg",7488,"Cardiac Surgery PC"
"chicriticalcare",7489,"CHI Critical Care"
"chiintmed",7490,"CHI Internal Medicine"
"chi neonatology",7491,"CHI Neonatology"
"17019",7492,"CHI Pruchnic"
"chi vasc surg",7493,"CHI Vascular Surgery"
"cmghcancer",7494,"Conemaugh Cancer Care Center"
"mmcekgreads",7495,"Conemaugh Memorial Medical Center-EKG Reads"
"conemaughneu",7496,"Conemaugh Neurosurgery Associates"
"conemaugh180",7497,"Conemaugh OB/GYN Associates"
"conemaughob",7498,"Conemaugh OB/GYN Associates"
"conob230",7499,"Conemaugh Physican Group Ob/Gyn"
"conemaughcard",7500,"Conemaugh Physician Group - Cardiology"
"conemaughsurg1",7501,"Conemaugh Physician Group - Gastroenterology"
"conemaughcouns",7502,"Conemaugh Physician Group - Oncology"
"valleysurg",7503,"Conemaugh Physician Group - Surgery"
"cpgurojohnstown",7504,"Conemaugh Physicians Group - Urology"
"conemaughsurg",7505,"Conemaugh Surgical Associates"
"cpgcardiothor",7506,"CPG- Cardiothoracic Surgery Pathology"
"cpginfdis",7507,"CPG-Infection Disease"
"cpgvascsurg",7508,"CPG-Vascular Surgery"
"familymedctrjo2",7509,"Family Medical Center"
"batiste1751",7510,"Formica Optical"
"gastroconsultan",7511,"Gastrointestinal Consultants"
"104301johnstown",7512,"Grebosky, Richard D., D.P.M."
"lvpg nsurg altn",7513,"LVPG Neurosurgery - 1250 Cedar Crest"
"lvobgyn1245",7514,"LVPG Obstetrics and Gynecology"
"lvortho1250",7515,"LVPG Orthopedics and Sports Medicine"
"painspecallen",7516,"LVPG Pain Specialists"
"lvpgps1259",7517,"LVPG Pain Specialists"
"lvpgpedgas1210",7518,"LVPG Pediatric Gastroenterology - 1210 Cedar Crest"
"lvpgpedinfdis1210",7519,"LVPG Pediatric Infectious Diseases - 1210 Cedar Cr"
"lvpgpedneu1210",7520,"LVPG Pediatric Neurology - 1210 Cedar Crest"
"lvpgpedpulm1210",7521,"LVPG Pediatric Pulmonology - 1210 Cedar Crest"
"lvpg-pedspecsurg",7522,"LVPG Pediatric Surgical Specialties"
"lvphysiatry1250",7523,"LVPG Physiatry - 1250 Cedar Crest"
"lvpgp1255",7524,"LVPG Physiatry - 1250 Cedar Crest"
"lvpgplasticsurg2",7525,"LVPG Plastic and Reconstructive Surgery - 1243 Ced"
"lvpgpccm1250",7526,"LVPG Pulmonary and Critical Care Med - 1250 Cedar"
"lvpg-artrheum3080",7527,"LVPG Rheumatology - 3080 Hamilton Blvd"
"lv breast gsurg",7528,"LVPG Surgical Oncology - 1240 Cedar Crest"
"lvpg gen surg2",7529,"LVPG Transplant Surgery - 1250 Cedar Crest"
"lvusc",7530,"LVPG Urology - 1250 Cedar Crest"
"pvsccb",7531,"LVPG Vascular Surgery - 1259 Cedar Crest"
"lvpgaaohcc1250",7532,"LVPG-AIDS Activity Office/HCC"
"lv arth_rheum3600",7533,"LVPG-Arthritis and Rheumatology"
"lv colht obg at",7534,"LVPG-College Heights OBGYN Associates, PC"
"lv emerg med at",7535,"LVPG-Emergency Medicine"
"lvpg gen surg",7536,"LVPG-General Surgery & Renal Transplant"
"helwig diabetes2",7537,"LVPG-Helwig Diabetes Center Disease Management"
"lvpginped",7538,"LVPG-Inpatient Pediatrics"
"allergassoclv",7539,"Allergy Associates of Lehigh Valley"
"13278",7540,"Bernstein, Brent H., D.P.M."
"betheye",7541,"Bethlehem Eye Associates, PC"
"bodyevol74",7542,"Body Evolution The Center for Plastic and Recontru"
"chcmepa1469",7543,"Children's Heart Center of NEPA"
"31626bethlehem",7544,"Diamond, Robert A., D.P.M."
"39167",7545,"Greenspan, Bruce, M., M.D."
"1063463057",7546,"H N Olewiler, M.D."
"health dimns bt",7547,"Health Dimensions"
"spurlock",7548,"John W Spurlock MD PC"
"107919",7549,"Lee, Jung H., DPM"
"lvd940",7550,"Lehigh Valley Dermatology"
"lv ped asc beth",7551,"Lehigh Valley Pediatric Associates, Inc."
"1053494716",7552,"Leyla Daneshdoost M.D., PC"
"lvimwb325",7553,"LVPG Internal Medicine - West Broad"
"lvobgyn325",7554,"LVPG Obstetrics and Gynecology"
"abcfamped325",7555,"LVPG Pediatrics"
"19338",7556,"Marcincin, Robert P MD"
"ops1313",7557,"Ophthalmology Physicians & Surgeons"
"ops65",7558,"Ophthalmology Physicians & Surgeons"
"73686",7559,"Persin, Maureen C., D.O."
"podasso",7560,"Podiatry Associates of the Lehigh Valley, LLC"
"prcrasbd",7561,"Primary Care Associates of LVPG"
"lv uro bethlehe",7562,"Lehigh Valley Urologic Associates, PC"
"lvpgneuroassoc2151",7563,"LVPG - Neurosurgical Assoc"
"lvpgbethtwsp2101",7564,"LVPG at Bethlehem Township"
"lvpgdiab3101",7565,"LVPG Endocrinology - 1243 Cedar Crest"
"lvfim2101",7566,"LVPG Family and Internal Medicine - Bethlehem Town"
"tosellibrusko2101",7567,"LVPG General Surgery - Bethlehem Township"
"lvpg-matbeth",7568,"LVPG Maternal Fetal Medicine - Bethlehem Township"
"lvobgyn2101",7569,"LVPG Obstetrics and Gynecology"
"lvurologyspec",7570,"LVPG Urology - 1250 Cedar Crest"
"lvpg muhlen pc d",7571,"LVPG-Pleasant Valley Family Practice"
"medassocbeth",7572,"Medical Associates of Bethlehem"
"millerhght",7573,"Miller Heights Medical Associates"
"orthoassocbeth",7574,"Orthopaedic Assoc. of Allentown"
"orthoassoc2901",7575,"Orthopaedic Associates of Allentown"
"orthoassoc3101",7576,"Orthopaedic Associates of Allentown, Ltd."
"arora4379",7577,"Rajeev K Arora MD"
"spephybag",7578,"Specialty Physician Associates LLC"
"slcde2591",7579,"St. Luke's Center for Diabetes and Endocrinology"
"stlukesgastro2571",7580,"St. Luke's Gastroenterology Specialists"
"stlukessrcareassoc4035",7581,"St. Luke's Senior Care Associates"
"hrtcrgrpemrick",7582,"The Heart Care Group, PC"
"ifpmrs2591",7583,"The Institute for Female Pelvic Med & R. Surgery"
"valallerasthtrtmtctr",7584,"Valley Allergy and Asthma Treatment Center"
"vlycolonrecbeth",7585,"Valley Colon & Rectal Center"
"valleyper",7586,"Valley Perinatal Associates, PC"
"williampennfp",7587,"William Penn Family Practice"
"willowparklvp",7588,"Willow Park Medical Group"
"douglasturtzo",7589,"Douglas F. Turtzo, MD, FACP, PC"
"hemoncassoc1337",7590,"LVPG Hematology Oncology - Bangor"
"pavascular215",7591,"PA Vascular Institute LLC"
"chibaldinucci",7592,"CHI Henry Baldinucci, MD"
"cpgseward",7593,"Conemaugh Physician Group - Seward"
"valleyambul",7594,"Valley Ambulatory Health Center"
"ahnfcderm",7595,"AHN Fox Chapel Dermatolgy"
"pittsburghcard2",7596,"Pittsburgh Cardiology Consultants, PC"
"sleep4284",7597,"Lifecare Medical Associates"
"cntrurocen",7598,"Center for Urologic Care, PC"
"wpma1748",7599,"West Penn Medical Associates"
"aghcolrec4815",7600,"AGH Colon and Rectal Surgery"
"aghelectro3",7601,"AGH Electrophysiology"
"aghkids4815",7602,"AGH Kids: Allergy & Asthma"
"aghmcginnis4815_234",7603,"AGH McGinnis Cardiovascular Institute"
"agh neurosurg4815",7604,"AGH Neurosurgery"
"agpepitts-1",7605,"AGH Pediatrics"
"agh picu fr",7606,"AGH PICU"
"aghradonc4800",7607,"AGH Radiation Oncology"
"aghsurg4727_340",7608,"AGH Surgery"
"aghsur4800",7609,"AGH Surgery"
"acdhlibave",7610,"Allegheny Center for Digestive Health"
"wpaoncology4815",7611,"Allegheny Clinic Medical Oncology"
"acp4815",7612,"Allegheny Clinic Pediatrics"
"ahganesthesia5124",7613,"Allegheny General Anesthesia"
"wph anesthesia",7614,"Allegheny General Anesthesia - West Penn"
"ahgs4727",7615,"Allegheny Health Geriatric Services"
"aoa4815",7616,"Allegheny Orthopaedic Associates"
"1508853029b",7617,"Allegheny Perinatal Associates"
"aghperinliberty",7618,"Allegheny Perinatal Associates"
"1508853029",7619,"Allegheny Perinatal Associates"
"aghpcc4815",7620,"Allegheny Pulmonary & Critical Care"
"awh4815",7621,"Allegheny Women's Health"
"54081",7622,"Arrhythmia Associates PC"
"cardiocc4815",7623,"Cardiovascular & Critical Care Associates"
"dcendo4815",7624,"Center for Diabetes and Endocrine Health"
"cdendo5140",7625,"Center for Diabetes and Endocrine Health"
"centurymass",7626,"Century Medical Associates"
"bmtlhemaoncasso",7627,"Division of Hematology & Cellular Therapy"
"southhillsob4815",7628,"Jefferson Women's Health"
"lupuspitt",7629,"Lupus Center of Excellence"
"pittsbcardio",7630,"McGinnis Thoracic & Cardiovascular Associates"
"aghmcthorcardste158",7631,"McGinnis Thoracic & Cardiovascular Associates"
"mdlfewmn4815",7632,"Midlife Women's Associates"
"oap4815",7633,"Orthopedic Associates of Pittsburgh"
"palliative4800",7634,"Palliative Medicine Associates"
"pedneo",7635,"Pediatric and Neonatal Associates"
"pittsearnosethroat",7636,"Pittsburgh Ear Nose and Throat Associates"
"grovermd",7637,"Sukhdev S. Grover, MD Associates"
"footanleinst",7638,"The Foot and Ankle Institute"
"tricounty",7639,"Tri-County Cardiology"
"tricountycard4800",7640,"Tri-County Cardiology"
"wpma4747",7641,"West Penn Medical Associates"
"wpma4815",7642,"West Penn Medical Associates"
"westpennmedassoc",7643,"West Penn Medical Associates - Bloomfield"
"westpennobgyn304",7644,"West Penn Ob/Gyn Multispecialists"
"westpennobgyn315",7645,"West Penn Ob/Gyn Multispecialists"
"westpennobgyn322",7646,"West Penn Ob/Gyn Multispecialists"
"westpennobgyn",7647,"West Penn OB/GYN Multispecialists"
"wpgo4815",7648,"Western Pennsylvania Gynecologic Oncology"
"wpobpitts4815",7649,"Western Pennsylvania OB/GYN Associates"
"aghsurglib",7650,"WPAHS Breast Surgeons"
"woagsos",7651,"WPAHS PLastic Surgeons"
"wpahssurg4727",7652,"WPAHS Surgeons"
"wpahssurg4800",7653,"WPAHS Surgeons"
"wphassurg48",7654,"WPAHS Surgeons"
"wpahssurg4815_m58",7655,"WPAHS Surgeons"
"wpahssurg250",7656,"WPAHS Surgeons"
"wpahssurg4815",7657,"WPAHS Surgeons"
"dermcarepgh",7658,"Dermatologic Care, Inc."
"penta7125",7659,"Pittsburgh Ear Nose and Throat Associates"
"oncologyhemaspt",7660,"Oncology-Hematology Association"
"pittsburghcard1",7661,"Pittsburgh Cardiology Consultants, PC"
"upittcard",7662,"University of Pittsburgh Physicians-Cardiology"
"ahnsquirrelhill5889_200",7663,"AHN Squirrel Hill Primary Care"
